"","cata","title","date","year","time","re","fw"
"2071","問卦"," 有沒有BBS沒有BUG的八卦","9/20",2013,2013-09-20,TRUE,FALSE
"2072","公告"," 水桶","9/20",2013,2013-09-20,FALSE,FALSE
"2073","公告"," 水桶","9/21",2013,2013-09-21,FALSE,FALSE
"2074","爆卦"," 再也不想每天買蘋果了...","9/21",2013,2013-09-21,FALSE,FALSE
"2075","問卦"," 如果有人叫你打他","9/21",2013,2013-09-21,FALSE,FALSE
"2076","公告"," 水桶","9/21",2013,2013-09-21,FALSE,FALSE
"2077","公告"," 八卦板上站次數發推文限制修改投票","9/21",2013,2013-09-21,FALSE,FALSE
"2078","公告"," 水桶","9/21",2013,2013-09-21,FALSE,FALSE
"2079","公告"," 水桶","9/22",2013,2013-09-22,FALSE,FALSE
"2080","爆卦"," 火車壞掉!3","9/22",2013,2013-09-22,FALSE,FALSE
"2081","評論"," 五月天〈入陣曲〉批評","9/22",2013,2013-09-22,TRUE,FALSE
"2082","問卦"," 有沒有果粉心裡其實很自卑的八卦","9/22",2013,2013-09-22,FALSE,FALSE
"2083","問卦"," 同花為何打不贏葫蘆？","9/23",2013,2013-09-23,FALSE,FALSE
"2084","爆卦"," 還在服貿嗎？","9/23",2013,2013-09-23,FALSE,FALSE
"2085","公告"," 水桶名單：Dr5566pro","9/23",2013,2013-09-23,FALSE,FALSE
"2086",NA,"有沒有現在小孩沒家教而家長更沒家教的八卦?","9/24",2013,2013-09-24,NA,NA
"2087","問卦"," youtube哪個廣告會看完的八卦?","9/24",2013,2013-09-24,FALSE,FALSE
"2088","爆卦"," 十月十日天下為「公」媒體報導澄清","9/24",2013,2013-09-24,FALSE,FALSE
"2089","公告"," 水桶名單","9/24",2013,2013-09-24,FALSE,FALSE
"2090","公告"," 水桶名單","9/24",2013,2013-09-24,FALSE,FALSE
"2091","公告"," 水桶","9/25",2013,2013-09-25,FALSE,FALSE
"2092","公告"," 水桶","9/25",2013,2013-09-25,FALSE,FALSE
"2093","爆卦"," 邪痞者梟叫狼嗥","9/25",2013,2013-09-25,FALSE,FALSE
"2094","問卦"," 有黃世銘備詢相關影片嗎","9/25",2013,2013-09-25,FALSE,FALSE
"2095","公告"," 水桶","9/26",2013,2013-09-26,FALSE,FALSE
"2096","問卦"," 有沒有烏龍派出所哪一集最經典的八卦？","9/26",2013,2013-09-26,TRUE,FALSE
"2097","問卦"," 2006年台東縣長補選 到底發生什麼事","9/27",2013,2013-09-27,FALSE,FALSE
"2098","公告"," 水桶","9/27",2013,2013-09-27,FALSE,FALSE
"2099","爆卦"," 馬總統被監聽了","9/27",2013,2013-09-27,FALSE,FALSE
"2100","公告"," 水桶","9/28",2013,2013-09-28,FALSE,FALSE
"2101","問卦"," 有沒有正妹穿過的鞋子也是臭的八卦","9/28",2013,2013-09-28,FALSE,FALSE
"2102","公告"," 水桶","9/28",2013,2013-09-28,FALSE,FALSE
"2103","問卦"," 罷免總統!?","9/28",2013,2013-09-28,FALSE,FALSE
"2104","爆卦"," 特偵組十點三十分召開緊急記者會","9/28",2013,2013-09-28,FALSE,FALSE
"2105","新聞"," 柯建銘案外案　特偵組監聽「巧克力」前妻","9/28",2013,2013-09-28,FALSE,FALSE
"2106","問卦"," 東京奧運將以台灣而非中國台北?","9/28",2013,2013-09-28,FALSE,FALSE
"2107","新聞"," 柯建銘案外案　特偵組監聽「巧克力」前妻","9/28",2013,2013-09-28,TRUE,FALSE
"2108","Gossiping"," 看板 選情報導","9/28",2013,2013-09-28,FALSE,FALSE
"2109","公告"," 水桶名單","9/28",2013,2013-09-28,FALSE,FALSE
"2110","爆卦"," 今天我在高鐵上看到波多野","9/28",2013,2013-09-28,FALSE,FALSE
"2111","爆卦"," 天帝佛陀說話了!","9/28",2013,2013-09-28,FALSE,FALSE
"2112","問卦"," 請問特偵組到底監聽哪些人","9/28",2013,2013-09-28,FALSE,FALSE
"2113","道歉文","","9/29",2013,2013-09-29,FALSE,FALSE
"2114","問卦"," 有沒有訟棍的八卦?","9/29",2013,2013-09-29,TRUE,FALSE
"2115","問卦"," 有沒有馬鈴薯的掛 ?","9/29",2013,2013-09-29,TRUE,FALSE
"2116","問卦"," 有沒有強迫症的八卦阿?","9/30",2013,2013-09-30,FALSE,FALSE
"2117","公告"," 發文限制上站２４０次不予更動。","9/30",2013,2013-09-30,FALSE,FALSE
"2118","公告"," 水桶","9/30",2013,2013-09-30,FALSE,FALSE
"2119","爆卦"," ピリカピリララ ポポリナペペルト ","9/30",2013,2013-09-30,FALSE,FALSE
"2120","問卦"," 完全沒有聲音的八掛","9/30",2013,2013-09-30,FALSE,FALSE
"2121","爆卦"," Marsala瑪莎拉義式地中海精緻料理","9/30",2013,2013-09-30,FALSE,FALSE
"2122","公告"," 十月份置底閒聊區","10/01",2013,2013-10-01,FALSE,FALSE
"2123","公告"," 八卦板板規（2013.10.1）","10/01",2013,2013-10-01,FALSE,FALSE
"2124","公告"," 板規修改與宣導","10/01",2013,2013-10-01,FALSE,FALSE
"2125","公告"," 水桶","10/02",2013,2013-10-02,FALSE,FALSE
"2126","公告"," 水桶","10/02",2013,2013-10-02,FALSE,FALSE
"2127","新聞"," 最貴學餐 40元便當僅1肉1菜","10/02",2013,2013-10-02,TRUE,FALSE
"2128","公告"," 水桶","10/04",2013,2013-10-04,FALSE,FALSE
"2129","公告"," 水桶","10/04",2013,2013-10-04,FALSE,FALSE
"2130","公告"," 水桶名單","10/04",2013,2013-10-04,FALSE,FALSE
"2131","爆卦"," 陳文成與馬英九","10/05",2013,2013-10-05,FALSE,FALSE
"2132","問卦"," 有沒有保險公司很愛玩現金流遊戲的卦？","10/05",2013,2013-10-05,TRUE,FALSE
"2133","公告"," 水桶","10/05",2013,2013-10-05,FALSE,FALSE
"2134","新聞"," 騙種麻瘋樹可領補助 農民賺200 他撈2千萬","10/05",2013,2013-10-05,TRUE,FALSE
"2135","爆卦"," 陳文成與馬英九","10/05",2013,2013-10-05,TRUE,FALSE
"2136","公告"," 水桶","10/06",2013,2013-10-06,FALSE,FALSE
"2137","問卦"," 有沒有基督徒如此汙名化多元成家的八卦?","10/06",2013,2013-10-06,TRUE,FALSE
"2138","公告"," 水桶名單","10/06",2013,2013-10-06,FALSE,FALSE
"2139","問卦"," 為什麼國片都是用apple產品","10/06",2013,2013-10-06,TRUE,FALSE
"2140","爆卦"," 陳文成與馬英九","10/06",2013,2013-10-06,TRUE,FALSE
"2141","爆卦"," 國慶典禮不給民眾參加！","10/07",2013,2013-10-07,TRUE,FALSE
"2142","公告"," 版規三的新聞討論區。","10/07",2013,2013-10-07,FALSE,FALSE
"2143","公告"," 水桶","10/07",2013,2013-10-07,FALSE,FALSE
"2144","公告"," 水桶","10/07",2013,2013-10-07,FALSE,FALSE
"2145","爆卦"," 我快被迷昏了快來救我","10/07",2013,2013-10-07,TRUE,FALSE
"2146","公告"," 八卦板板規（2013.10.08）","10/08",2013,2013-10-08,FALSE,FALSE
"2147","公告"," 板規部分修改說明","10/08",2013,2013-10-08,FALSE,FALSE
"2148","新聞"," 手比「六」索賄？左營區長胡俊雄測謊未過","10/08",2013,2013-10-08,TRUE,FALSE
"2149","公告"," 水桶名單：HYMANGO","10/08",2013,2013-10-08,FALSE,FALSE
"2150","公告"," 解除水桶","10/08",2013,2013-10-08,FALSE,FALSE
"2151","公告"," 水桶名單：tonyhan","10/09",2013,2013-10-09,FALSE,FALSE
"2152","公告"," 水桶","10/09",2013,2013-10-09,FALSE,FALSE
"2153","公告"," 水桶","10/09",2013,2013-10-09,FALSE,FALSE
"2154","公告"," 水桶","10/09",2013,2013-10-09,FALSE,FALSE
"2155","公告"," 水桶名單","10/09",2013,2013-10-09,FALSE,FALSE
"2156","問卦"," 板南線為甚麼臨時停車?","10/09",2013,2013-10-09,FALSE,FALSE
"2157","公告"," ★八卦版主徵選報名開始★","10/09",2013,2013-10-09,FALSE,FALSE
"2158","公告"," 水桶","10/10",2013,2013-10-10,FALSE,FALSE
"2159","問卦"," 有沒有今年體育很強的八卦","10/10",2013,2013-10-10,FALSE,FALSE
"2160","爆卦"," 我在1985看到的、聽到的。","10/10",2013,2013-10-10,FALSE,FALSE
"2161","公告"," 水桶","10/10",2013,2013-10-10,FALSE,FALSE
"2162","公告"," 水桶spicycop","10/10",2013,2013-10-10,FALSE,FALSE
"2163","問卦"," 有沒有日本妹要怎麼追才會成功的八卦?","10/10",2013,2013-10-10,TRUE,FALSE
"2164","公告"," ========版主參選報名截止線==========","10/11",2013,2013-10-11,FALSE,FALSE
"2165","公告"," 水桶","10/11",2013,2013-10-11,FALSE,FALSE
"2166","公告"," 水桶","10/11",2013,2013-10-11,FALSE,FALSE
"2167","問卦"," 有沒有麥當勞結帳要問貴姓的八卦","10/11",2013,2013-10-11,FALSE,FALSE
"2168","公告"," 水桶","10/11",2013,2013-10-11,FALSE,FALSE
"2169","公告"," 水桶","10/11",2013,2013-10-11,FALSE,FALSE
"2170","問卦"," 有沒有宋朝其實很強的八卦","10/11",2013,2013-10-11,TRUE,FALSE
"2171","公告"," 水桶 steward135","10/11",2013,2013-10-11,FALSE,FALSE
"2172","公告"," 水桶","10/12",2013,2013-10-12,FALSE,FALSE
"2173","公告"," 水桶","10/12",2013,2013-10-12,FALSE,FALSE
"2174","公告"," 水桶","10/12",2013,2013-10-12,FALSE,FALSE
"2175","公告"," 水桶","10/12",2013,2013-10-12,FALSE,FALSE
"2176","公告"," 水桶名單","10/12",2013,2013-10-12,FALSE,FALSE
"2177","問卦"," 有沒有學生在網路上罵老師的八卦？","10/12",2013,2013-10-12,TRUE,FALSE
"2178","爆卦"," 當警察都無法保護人民時 人民還能依靠誰","10/12",2013,2013-10-12,FALSE,FALSE
"2179","公告"," 水桶","10/12",2013,2013-10-12,FALSE,FALSE
"2180","公告"," ★㊣八卦版主投票開始㊣★","10/12",2013,2013-10-12,FALSE,FALSE
"2181","公告"," 水桶","10/13",2013,2013-10-13,FALSE,FALSE
"2182","公告"," 水桶","10/13",2013,2013-10-13,FALSE,FALSE
"2183","公告"," 水桶","10/14",2013,2013-10-14,FALSE,FALSE
"2184","公告"," 板規部分修改說明","10/14",2013,2013-10-14,TRUE,FALSE
"2185","公告"," 水桶名單","10/14",2013,2013-10-14,FALSE,FALSE
"2186","公告"," 水桶名單","10/14",2013,2013-10-14,FALSE,FALSE
"2187","公告"," 水桶名單","10/14",2013,2013-10-14,FALSE,FALSE
"2188","公告"," 水桶名單","10/14",2013,2013-10-14,FALSE,FALSE
"2189","公告"," 水桶名單","10/14",2013,2013-10-14,FALSE,FALSE
"2190","公告"," 水桶 hc092591109","10/14",2013,2013-10-14,FALSE,FALSE
"2191","爆卦"," Yaㄍ的 3/7事情","10/14",2013,2013-10-14,FALSE,FALSE
"2192","問卦"," 純純的愛女主角","10/14",2013,2013-10-14,FALSE,FALSE
"2193","爆卦"," 請大家注意這位網路男蟲-黃晴明","10/14",2013,2013-10-14,FALSE,FALSE
"2194","爆卦"," 剛剛小董說","10/14",2013,2013-10-14,TRUE,FALSE
"2195","爆卦"," Yaㄍ的 3/7事情","10/14",2013,2013-10-14,TRUE,FALSE
"2196","問卦"," 有沒有MYANGEL的八卦","10/14",2013,2013-10-14,FALSE,FALSE
"2197","公告"," 水桶qq13159","10/14",2013,2013-10-14,FALSE,FALSE
"2198","公告"," 水桶","10/15",2013,2013-10-15,FALSE,FALSE
"2199","爆卦"," Yaㄍ的 3/7事情","10/15",2013,2013-10-15,TRUE,FALSE
"2200","爆卦"," 我論安久是女主角的可能性","10/15",2013,2013-10-15,FALSE,FALSE
"2201","爆卦"," Yaㄍ的 3/7事情","10/15",2013,2013-10-15,TRUE,FALSE
"2202","爆卦"," 大家快進來!有料要爆!!!!!!!!!!!!","10/15",2013,2013-10-15,FALSE,FALSE
"2203","爆卦"," 安久姐的小秘密","10/15",2013,2013-10-15,FALSE,FALSE
"2204","公告"," 關於昨天刪除akalovekame文章說明","10/15",2013,2013-10-15,FALSE,FALSE
"2205","爆卦"," Yaㄍ的 3/7事情","10/15",2013,2013-10-15,TRUE,FALSE
"2206","公告"," 水桶名單","10/15",2013,2013-10-15,FALSE,FALSE
"2207","爆卦"," 我有些話想說","10/15",2013,2013-10-15,FALSE,FALSE
"2208","公告"," 水桶","10/15",2013,2013-10-15,FALSE,FALSE
"2209","公告"," BG版相關討論請移駕TempChat版","10/15",2013,2013-10-15,FALSE,FALSE
"2210","爆卦"," 我有些話想說","10/15",2013,2013-10-15,TRUE,FALSE
"2211","公告"," 水桶","10/15",2013,2013-10-15,FALSE,FALSE
"2212","公告"," 水桶","10/15",2013,2013-10-15,FALSE,FALSE
"2213","公告"," 水桶","10/15",2013,2013-10-15,FALSE,FALSE
"2214","問卦"," 有沒有督割主角後續發展的八卦?","10/15",2013,2013-10-15,TRUE,FALSE
"2215","爆卦"," 我有些話想說","10/15",2013,2013-10-15,TRUE,FALSE
"2216","爆卦"," 剛好還留著一張圖","10/15",2013,2013-10-15,TRUE,FALSE
"2217","公告"," 水桶","10/15",2013,2013-10-15,FALSE,FALSE
"2218","問卦"," 有沒有YA哥洗白的八卦","10/15",2013,2013-10-15,TRUE,FALSE
"2219","公告"," 水桶","10/15",2013,2013-10-15,FALSE,FALSE
"2220","公告"," 水桶","10/16",2013,2013-10-16,FALSE,FALSE
"2221","公告"," 水桶名單","10/16",2013,2013-10-16,FALSE,FALSE
"2222","公告"," 水桶","10/16",2013,2013-10-16,FALSE,FALSE
"2223","問卦"," 有沒有八卦板是什麼分級的八卦","10/16",2013,2013-10-16,TRUE,FALSE
"2224","公告"," 水桶名單","10/16",2013,2013-10-16,FALSE,FALSE
"2225","爆卦"," pizza hut使用有毒清潔劑 衛生局不處理","10/16",2013,2013-10-16,TRUE,FALSE
"2226","公告"," 八卦板板規（2013.10.16）","10/16",2013,2013-10-16,FALSE,FALSE
"2227","公告"," 水桶","10/17",2013,2013-10-17,FALSE,FALSE
"2228","公告"," 水桶","10/17",2013,2013-10-17,FALSE,FALSE
"2229","Gossiping"," 看板 選情報導","10/17",2013,2013-10-17,FALSE,FALSE
"2230","公告"," 水桶","10/18",2013,2013-10-18,FALSE,FALSE
"2231","公告"," 水桶 rocfrank","10/18",2013,2013-10-18,FALSE,FALSE
"2232","公告"," 水桶","10/18",2013,2013-10-18,FALSE,FALSE
"2233","爆卦"," 114通識助教...變相裁員XDDD","10/18",2013,2013-10-18,FALSE,FALSE
"2234","公告"," 水桶名單","10/18",2013,2013-10-18,FALSE,FALSE
"2235","新聞"," 衛福部擬修法 外籍愛滋患者將免遣返","10/18",2013,2013-10-18,TRUE,FALSE
"2236","公告"," 水桶","10/19",2013,2013-10-19,FALSE,FALSE
"2237","新聞"," 衛福部擬修法 外籍愛滋患者將免遣返","10/19",2013,2013-10-19,TRUE,FALSE
"2238","公告"," 水桶","10/19",2013,2013-10-19,FALSE,FALSE
"2239","公告"," 水桶MixFox","10/19",2013,2013-10-19,FALSE,FALSE
"2240","公告"," 水桶","10/20",2013,2013-10-20,FALSE,FALSE
"2241","問卦"," 請問有已故女星許瑋倫的八卦嗎?","10/20",2013,2013-10-20,TRUE,FALSE
"2242","新聞"," 丟彰化人的臉！阿基師怒罵大統老闆：一","10/20",2013,2013-10-20,TRUE,FALSE
"2243","公告"," 水桶","10/20",2013,2013-10-20,FALSE,FALSE
"2244","公告"," 水桶名單：CosPlayHeat","10/20",2013,2013-10-20,FALSE,FALSE
"2245","公告"," 水桶","10/20",2013,2013-10-20,FALSE,FALSE
"2246","公告"," 水桶","10/21",2013,2013-10-21,FALSE,FALSE
"2247","爆掛"," 無薪工讀生還是存在","10/21",2013,2013-10-21,FALSE,FALSE
"2248","問卦"," 安全的食用油要在哪買?","10/22",2013,2013-10-22,TRUE,FALSE
"2249","新聞"," 富味鄉棉籽油流向 官員想瞞？","10/22",2013,2013-10-22,TRUE,FALSE
"2250","公告"," 水桶","10/22",2013,2013-10-22,FALSE,FALSE
"2251","問卦"," 安全的食用油要在哪買?","10/22",2013,2013-10-22,TRUE,FALSE
"2252","公告"," 水桶","10/22",2013,2013-10-22,FALSE,FALSE
"2253","公告"," 水桶","10/22",2013,2013-10-22,FALSE,FALSE
"2254","公告"," 水桶","10/23",2013,2013-10-23,FALSE,FALSE
"2255","公告"," 水桶","10/23",2013,2013-10-23,FALSE,FALSE
"2256","公告"," 水桶","10/23",2013,2013-10-23,FALSE,FALSE
"2257","公告"," 水桶","10/23",2013,2013-10-23,FALSE,FALSE
"2258","公告"," 水桶","10/23",2013,2013-10-23,FALSE,FALSE
"2259","公告"," 水桶","10/24",2013,2013-10-24,FALSE,FALSE
"2260","公告"," 水桶","10/25",2013,2013-10-25,FALSE,FALSE
"2261","公告"," 水桶","10/25",2013,2013-10-25,FALSE,FALSE
"2262","爆卦"," 燦坤已跟兄弟會談!!","10/25",2013,2013-10-25,FALSE,FALSE
"2263","公告"," 水桶","10/25",2013,2013-10-25,FALSE,FALSE
"2264","公告"," 請各位小心特定ＩＤ的釣魚文！","10/26",2013,2013-10-26,FALSE,FALSE
"2265","公告"," 請各位小心特定ＩＤ的釣魚文！","10/26",2013,2013-10-26,TRUE,FALSE
"2266","爆掛"," 請各位小心特定ＩＤ的釣魚文！","10/26",2013,2013-10-26,TRUE,FALSE
"2267","公告"," 水桶","10/26",2013,2013-10-26,FALSE,FALSE
"2268","公告"," 水桶ilyj2012 shadeel","10/26",2013,2013-10-26,FALSE,FALSE
"2269","公告"," 水桶","10/26",2013,2013-10-26,FALSE,FALSE
"2270","公告"," 水桶","10/26",2013,2013-10-26,FALSE,FALSE
"2271","問卦"," 古代真的有削鐵如泥的刀劍?","10/27",2013,2013-10-27,TRUE,FALSE
"2272","公告"," 水桶","10/27",2013,2013-10-27,FALSE,FALSE
"2273","公告"," 水桶","10/27",2013,2013-10-27,FALSE,FALSE
"2274","公告"," 水桶","10/27",2013,2013-10-27,FALSE,FALSE
"2275","公告"," 水桶","10/28",2013,2013-10-28,FALSE,FALSE
"2276","公告"," 水桶","10/28",2013,2013-10-28,FALSE,FALSE
"2277","公告"," 水桶名單：f128488482","10/29",2013,2013-10-29,FALSE,FALSE
"2278","公告"," 水桶名單","10/29",2013,2013-10-29,FALSE,FALSE
"2279","公告"," 水桶","10/30",2013,2013-10-30,FALSE,FALSE
"2280","公告"," 水桶","10/30",2013,2013-10-30,FALSE,FALSE
"2281","公告"," 水桶","10/30",2013,2013-10-30,FALSE,FALSE
"2282","公告"," 水桶名單","10/30",2013,2013-10-30,FALSE,FALSE
"2283","公告"," 水桶名單","10/30",2013,2013-10-30,FALSE,FALSE
"2284","公告"," 水桶","10/30",2013,2013-10-30,FALSE,FALSE
"2285","爆掛"," 無薪工讀生還是存在","10/30",2013,2013-10-30,TRUE,FALSE
"2286","公告"," 水桶","10/30",2013,2013-10-30,FALSE,FALSE
"2287","公告"," 水桶","10/31",2013,2013-10-31,FALSE,FALSE
"2288","公告"," 水桶","10/31",2013,2013-10-31,FALSE,FALSE
"2289","公告"," 水桶","10/31",2013,2013-10-31,FALSE,FALSE
"2290","公告"," 水桶","10/31",2013,2013-10-31,FALSE,FALSE
"2291","公告"," 水桶","10/31",2013,2013-10-31,FALSE,FALSE
"2292","公告"," 水桶","11/01",2013,2013-11-01,FALSE,FALSE
"2293","公告"," 十一月份置底閒聊區","11/01",2013,2013-11-01,FALSE,FALSE
"2294","爆卦"," 軍審法配套修法通過一讀","11/01",2013,2013-11-01,FALSE,FALSE
"2295","新聞"," 來台取景抹黑台灣鯛 韓節目太超過","11/01",2013,2013-11-01,TRUE,FALSE
"2296","申請"," Gossiping板 新增版主","11/01",2013,2013-11-01,FALSE,TRUE
"2297","公告"," 水桶","11/01",2013,2013-11-01,FALSE,FALSE
"2298","公告"," 水桶","11/02",2013,2013-11-02,FALSE,FALSE
"2299","公告"," 水桶","11/02",2013,2013-11-02,FALSE,FALSE
"2300","公告"," 水桶","11/02",2013,2013-11-02,FALSE,FALSE
"2301","公告"," 水桶","11/03",2013,2013-11-03,FALSE,FALSE
"2302","公告"," 水桶","11/03",2013,2013-11-03,FALSE,FALSE
"2303","新聞"," 網路訟棍族「釣魚」 挑釁網友索和解金","11/04",2013,2013-11-04,FALSE,FALSE
"2304","新聞"," 網路訟棍族「釣魚」 挑釁網友索和解金","11/04",2013,2013-11-04,TRUE,FALSE
"2305","新聞"," 網路訟棍族「釣魚」 挑釁網友索和解金","11/04",2013,2013-11-04,TRUE,FALSE
"2306","爆卦"," 高雄小港連環姦殺婦女殺手案","11/04",2013,2013-11-04,FALSE,FALSE
"2307","公告"," 水桶","11/04",2013,2013-11-04,FALSE,FALSE
"2308","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/04",2013,2013-11-04,TRUE,FALSE
"2309","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2310","新聞"," 網路訟棍族「釣魚」 挑釁網友索和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2311","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2312","新聞"," 網路訟棍PO文「釣魚」連告50人　鄉民付","11/05",2013,2013-11-05,TRUE,FALSE
"2313","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2314","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2315","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2316","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2317","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2318","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2319","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2320","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/05",2013,2013-11-05,TRUE,FALSE
"2321","新聞"," 健康捐11.2億捐個人  衛福部說要保密","11/05",2013,2013-11-05,FALSE,FALSE
"2322","公告"," 水桶","11/05",2013,2013-11-05,FALSE,FALSE
"2323","問卦"," 有沒有訟棍都是在做什麼工作的八卦","11/06",2013,2013-11-06,TRUE,FALSE
"2324","公告"," 水桶","11/06",2013,2013-11-06,FALSE,FALSE
"2325","爆卦","幫高調!! 拜託幫忙提供行車紀錄器影片！","11/06",2013,2013-11-06,FALSE,FALSE
"2326","公告"," 水桶","11/07",2013,2013-11-07,FALSE,FALSE
"2327","公告"," 水桶","11/07",2013,2013-11-07,FALSE,FALSE
"2328","新聞"," 惠家香油廠出包！ 官網PO文道歉兼嗆聲？","11/07",2013,2013-11-07,TRUE,FALSE
"2329","公告"," 水桶","11/07",2013,2013-11-07,FALSE,FALSE
"2330","爆卦"," 銅葉綠素二三事","11/08",2013,2013-11-08,TRUE,FALSE
"2331","爆卦"," 不要罵人家誦棍","11/08",2013,2013-11-08,FALSE,FALSE
"2332","爆卦"," 浮洲站死傷事故","11/08",2013,2013-11-08,FALSE,FALSE
"2333","公告"," 水桶名單","11/08",2013,2013-11-08,FALSE,FALSE
"2334","公告"," 新板主上任 (talk520/hateOnas)","11/08",2013,2013-11-08,FALSE,FALSE
"2335","公告"," 版主卸任：seabox、XXXXGAY","11/08",2013,2013-11-08,FALSE,FALSE
"2336","公告"," 水桶 ","11/09",2013,2013-11-09,FALSE,FALSE
"2337","新聞"," 東南科大學弟猛刺　學長傷重宣告不治","11/09",2013,2013-11-09,TRUE,FALSE
"2338","公告"," 水桶 TinaSue","11/09",2013,2013-11-09,FALSE,FALSE
"2339","公告"," 水桶","11/09",2013,2013-11-09,FALSE,FALSE
"2340","公告"," 水桶","11/09",2013,2013-11-09,FALSE,FALSE
"2341","公告"," 水桶 PTTCATKING","11/10",2013,2013-11-10,FALSE,FALSE
"2342","公告"," 水桶 ","11/10",2013,2013-11-10,FALSE,FALSE
"2343","公告"," 圓仔LIVE文 禁止爆卦 違者視為濫用鬧板","11/10",2013,2013-11-10,FALSE,FALSE
"2344","公告"," MiasiID 水桶六個月","11/10",2013,2013-11-10,FALSE,FALSE
"2345","公告"," tadshift2 水桶六個月","11/10",2013,2013-11-10,FALSE,FALSE
"2346","公告"," 水桶 ","11/10",2013,2013-11-10,FALSE,FALSE
"2347","公告"," 水桶","11/10",2013,2013-11-10,FALSE,FALSE
"2348","公告"," 水桶","11/10",2013,2013-11-10,FALSE,FALSE
"2349","公告"," 水桶 (追加)","11/11",2013,2013-11-11,FALSE,FALSE
"2350","道歉"," YesGG 道歉啟示 代PO","11/11",2013,2013-11-11,FALSE,FALSE
"2351","公告"," 水桶 ","11/11",2013,2013-11-11,FALSE,FALSE
"2352","問卦"," 有沒有11月11日11點11分廢文八卦？","11/11",2013,2013-11-11,FALSE,FALSE
"2353","公告"," sightseer 水桶六個月+劣退","11/11",2013,2013-11-11,FALSE,FALSE
"2354","公告"," fengzi 水桶 及 iita123den 水桶+劣退","11/11",2013,2013-11-11,FALSE,FALSE
"2355","公告"," laex、ololkiss123 水桶半年+劣退","11/11",2013,2013-11-11,FALSE,FALSE
"2356","公告"," 水桶 ","11/11",2013,2013-11-11,FALSE,FALSE
"2357","公告"," 水桶","11/11",2013,2013-11-11,FALSE,FALSE
"2358","問卦"," 郭採擷升級","11/11",2013,2013-11-11,FALSE,FALSE
"2359","公告"," 水桶 XDDXDD、JumpJumpDog","11/11",2013,2013-11-11,FALSE,FALSE
"2360","新聞"," 小心網路訟棍 引誘罵人逼和解金","11/11",2013,2013-11-11,TRUE,FALSE
"2361","公告"," 水桶 hereticjoe chrislove051 Dumbbbb ","11/11",2013,2013-11-11,FALSE,FALSE
"2362","問卦"," 有沒有寶特瓶便利商店換錢的卦?","11/11",2013,2013-11-11,TRUE,FALSE
"2363","公告"," 取消 safeandsound 水桶 在此致歉<(_ _)>","11/12",2013,2013-11-12,FALSE,FALSE
"2364","公告"," 水桶 ","11/12",2013,2013-11-12,FALSE,FALSE
"2365","公告"," 水桶 ","11/12",2013,2013-11-12,FALSE,FALSE
"2366","公告"," 水桶 ","11/12",2013,2013-11-12,FALSE,FALSE
"2367","公告"," 水桶 (更正)","11/12",2013,2013-11-12,FALSE,FALSE
"2368","問卦"," 沒有錢娶的到像蔡依珊這樣的女生嗎?","11/13",2013,2013-11-13,FALSE,FALSE
"2369","新聞"," 老農自盡 長子：與航空城無關","11/13",2013,2013-11-13,TRUE,FALSE
"2370","公告"," 水桶","11/13",2013,2013-11-13,FALSE,FALSE
"2371","公告"," 水桶 ","11/13",2013,2013-11-13,FALSE,FALSE
"2372","爆卦"," 進口後變得更便宜?","11/13",2013,2013-11-13,FALSE,FALSE
"2373","公告"," 水桶(更正)","11/13",2013,2013-11-13,FALSE,FALSE
"2374","公告"," 水桶","11/13",2013,2013-11-13,FALSE,FALSE
"2375","爆卦"," 第一次面對訟棍就上手","11/13",2013,2013-11-13,FALSE,FALSE
"2376","爆卦"," 第一次面對訟棍就上手","11/13",2013,2013-11-13,TRUE,FALSE
"2377","爆卦"," 第一次面對訟棍就上手","11/14",2013,2013-11-14,TRUE,FALSE
"2378","爆卦"," 第一次面對訟棍就上手","11/14",2013,2013-11-14,TRUE,FALSE
"2379","爆卦"," 第一次面對訟棍就上手","11/14",2013,2013-11-14,TRUE,FALSE
"2380","公告"," 水桶 ","11/14",2013,2013-11-14,FALSE,FALSE
"2381","爆卦"," 請幫高調!! 幫忙提供行車紀錄器影片","11/14",2013,2013-11-14,FALSE,FALSE
"2382","爆卦"," 第一次面對訟棍就上手","11/14",2013,2013-11-14,TRUE,FALSE
